,question,facts,results,precesion,recall
431,['From how many different places have people gone to the Harward Medical School?'],"['http://dbpedia.org/ontology/institution,http://dbpedia.org/ontology/birthPlace,']",[' [        "http://dbpedia.org/property/country"    ]'],['0.0'],['0.0']
432,['Which party has come in power at both Balangir and Amaravila in india?'],"['http://dbpedia.org/ontology/leaderName,http://dbpedia.org/ontology/leaderName,']",[' [        "http://dbpedia.org/ontology/country"    ]'],['0.0'],['0.0']
433,['What are some common games played in PATTS college of aeronautics and Jamiatu muslim mindanao?'],"['http://dbpedia.org/property/athletics,http://dbpedia.org/property/athletics,']",[],,
434,['Where is Semnani and Assyrian Neo-Aramaic spoken ?'],"['http://dbpedia.org/property/languages,http://dbpedia.org/ontology/language,']",[' [        "http://dbpedia.org/property/states"    ]'],['0.0'],['0.0']
435,['Does Massimo Liverani play for Abarth?'],"['http://dbpedia.org/property/currentTeam,']",[],,
436,['Name the appliance produced by Foxconn and its OS is provided by PlayStation 3 system software ?'],"['http://dbpedia.org/ontology/manufacturer,http://dbpedia.org/property/os,http://dbpedia.org/ontology/InformationAppliance,']",[' [        "http://dbpedia.org/ontology/openingTheme"    ]'],['0.0'],['0.0']
437,['Name the source Island of Bayou ?'],"['http://dbpedia.org/ontology/source,']",[' [        "http://dbpedia.org/ontology/source"    ]'],['1.0'],['1.0']
438,['Did Alexander Magleby study at the Dartmouth College?'],"['http://dbpedia.org/ontology/university,']",[' [        "http://dbpedia.org/property/education"    ]'],['0.0'],['0.0']
439,['Where was Thomy Bourdelle born?'],"['http://dbpedia.org/property/placeOfBirth,']",[' [        "http://dbpedia.org/property/mascot"    ]'],['1.0'],['1.0']
440,['What is the total number of relgions followed by people born in Bangkok?'],"['http://dbpedia.org/property/birthPlace,http://dbpedia.org/ontology/religion,']",[' [        "http://dbpedia.org/ontology/country"    ]'],['0.0'],['0.0']
441,"['Twin cities 400 is operated by what city, which is the birthplace of Leona Baumgarter?']","['http://dbpedia.org/ontology/operatedBy,http://dbpedia.org/ontology/birthPlace,']",[' [        "http://dbpedia.org/ontology/birthPlace"    ]'],['1.0'],['1.0']
442,['What are the gadgets whose manufacturing company is founded by Terry Gou?'],"['http://dbpedia.org/property/founder,http://dbpedia.org/ontology/manufacturer,http://dbpedia.org/ontology/Device,']",[],,
443,"['In which of the parties that have governed over Rishikesh, does Govinda belong too?']","['http://dbpedia.org/ontology/party,http://dbpedia.org/ontology/leaderName,']","[' [        ""http://dbpedia.org/ontology/party"",         ""http://dbpedia.org/property/termStart""    ]']",['0.5'],['0.5']
444,['List softwares written in C++ and runs on Mac OS ?'],"['http://dbpedia.org/ontology/operatingSystem,http://dbpedia.org/ontology/programmingLanguage,http://dbpedia.org/ontology/Software,']",[' [        "http://dbpedia.org/ontology/operatingSystem"    ]'],['1.0'],['1.0']
445,['Who owns Ivanpah Solar Power Facility?'],"['http://dbpedia.org/ontology/owner,']",[' [        "http://dbpedia.org/ontology/sourcePosition"    ]'],['0.0'],['0.0']
446,['Where are ethnic group located which speak Nebraskan?'],"['http://dbpedia.org/ontology/language,http://dbpedia.org/property/region,http://dbpedia.org/ontology/EthnicGroup,']","[' [        ""http://dbpedia.org/ontology/mouthRegion"",         ""http://dbpedia.org/property/landareaus""    ]']",['0.0'],['0.0']
447,['Name the sharehoders of The National Herald ?'],"['http://dbpedia.org/ontology/owner,']",[],,
448,['How many things are made by companies who produce mass media articles?'],"['http://dbpedia.org/property/products,http://dbpedia.org/ontology/manufacturer,']",[],,
449,['Name the rivers who originate from Essex?'],"['http://dbpedia.org/ontology/mouthPlace,http://dbpedia.org/ontology/River,']",[' [        "http://dbpedia.org/property/origin"    ]'],['0.0'],['0.0']
450,['Is lion an animal?'],"['http://dbpedia.org/ontology/kingdom,']",[' [        "http://dbpedia.org/ontology/team"    ]'],['1.0'],['1.0']
451,['List the shows whose network is run by BBC.'],"['http://dbpedia.org/ontology/owningCompany,http://dbpedia.org/ontology/network,http://dbpedia.org/ontology/TelevisionShow,']","[' [        ""http://dbpedia.org/property/network"",         ""http://dbpedia.org/ontology/network""    ]']",['0.5'],['0.5']
452,["What are some games availible on nintendo's virtual console?"],"['http://dbpedia.org/ontology/computingPlatform,http://dbpedia.org/ontology/VideoGame,']",[' [        "http://purl.org/dc/terms/subject"    ]'],['0.5'],['1.0']
453,["For which party's PM did Chidambaram Subramaniam serve?"],"['http://dbpedia.org/property/primeminister,http://dbpedia.org/ontology/party,']",[],,
454,['List the movies whose cast member were born in Scotland.'],"['http://dbpedia.org/ontology/birthPlace,http://dbpedia.org/ontology/starring,http://dbpedia.org/ontology/Film,']",[' [        "http://dbpedia.org/ontology/country"    ]'],['0.0'],['0.0']
455,['Which recognized title of Frank Thorne is also the product of Playboy Enterprise ?'],"['http://dbpedia.org/property/products,http://dbpedia.org/ontology/award,']",[' [        "http://dbpedia.org/ontology/product"    ]'],['0.0'],['0.0']
456,['What are the shows whose creator has worked as a screenwriter?'],"['http://dbpedia.org/ontology/occupation,http://dbpedia.org/ontology/creator,http://dbpedia.org/ontology/TelevisionShow,']",[' [        "http://dbpedia.org/ontology/occupation"    ]'],['1.0'],['1.0']
457,["Who is the person whose opponent's father is Newman Haynes Clanton?"],"['http://dbpedia.org/ontology/parent,http://dbpedia.org/ontology/opponent,']",[' [        "http://dbpedia.org/ontology/keyPerson"    ]'],['0.0'],['0.0']
458,['Which religions are practiced in India?'],"['http://dbpedia.org/ontology/hometown,http://dbpedia.org/property/religion,']",[' [        "http://dbpedia.org/property/religion"    ]'],['1.0'],['1.0']
459,['Is the Frank R Lillie House has the Chicago architecture?'],"['http://dbpedia.org/ontology/architecturalStyle,']",[' [        "http://purl.org/dc/terms/subject"    ]'],['0.0'],['0.0']
460,['Grey gppse and eristoff is produced by which company?'],"['http://dbpedia.org/property/manufacturer,http://dbpedia.org/property/manufacturer,']",[],,
461,["Which politician's constituency is led by the SF Board of Supervisors?"],"['http://dbpedia.org/property/leaderTitle,http://dbpedia.org/property/constituency,http://dbpedia.org/ontology/OfficeHolder,']",[],,
462,['What are the county seats of the region which operates the Boeing Field?'],"['http://dbpedia.org/ontology/operator,http://dbpedia.org/ontology/countySeat,http://dbpedia.org/ontology/Region,']",[' [        "http://dbpedia.org/ontology/region"    ]'],['0.0'],['0.0']
463,['Where did the 2015 MLS All-Star Game take place?'],"['http://dbpedia.org/property/city,']",[],,
464,['Name some people working at someplace owned by News Corp.'],"['http://dbpedia.org/property/owners,http://dbpedia.org/ontology/employer,']",[' [        "http://dbpedia.org/ontology/owner"    ]'],['0.0'],['0.0']
465,['What is the mascot of military in Quezon city?'],"['http://dbpedia.org/property/garrison,http://dbpedia.org/property/mascot,http://dbpedia.org/ontology/MilitaryUnit,']",[],,
466,['Who was the president at the time when the opponent of Benjamin Spock held office?'],"['http://dbpedia.org/ontology/opponent,http://dbpedia.org/property/incumbent,']",[' [        "http://dbpedia.org/ontology/opponent"    ]'],['1.0'],['1.0']
467,"['Janaka Thissakuttiarachchi follows what religion, which once employed Atisa Srijnana too?']","['http://dbpedia.org/property/religion,http://dbpedia.org/ontology/occupation,']",[],,
468,['List the served region of the organisations of Trade association.'],"['http://dbpedia.org/ontology/type,http://dbpedia.org/ontology/regionServed,http://dbpedia.org/ontology/Organisation,']",[' [        "http://dbpedia.org/ontology/owningOrganisation"    ]'],['0.0'],['0.0']
469,['List the books whose authors are in Alcal de Henares.'],"['http://dbpedia.org/ontology/birthPlace,http://dbpedia.org/ontology/author,http://dbpedia.org/ontology/Book,']",[],,
470,['what are some journals of academic Philosophy'],"['http://dbpedia.org/property/discipline,']",[' [        "http://dbpedia.org/ontology/academicDiscipline"    ]'],['0.0'],['0.0']
471,['By which member of parliament was Provisional Government of Saskatchewan led?'],"['http://dbpedia.org/property/order,http://dbpedia.org/ontology/MemberOfParliament,']",[],,
472,['Which drinks have emerged from the US?'],"['http://dbpedia.org/ontology/origin,http://dbpedia.org/property/locationCity,http://dbpedia.org/ontology/Beverage,']",[' [        "http://dbpedia.org/ontology/location"    ]'],['1.0'],['1.0']
473,['Who is the chancellor of the university which affiliates the Dartington College of Arts?'],"['http://dbpedia.org/property/affiliations,http://dbpedia.org/property/chancellor,http://dbpedia.org/ontology/University,']",[],,
474,['How many sitcoms are there whose theme music is composed by a New Yorker?'],"['http://dbpedia.org/ontology/hometown,http://dbpedia.org/property/themeMusicComposer,http://dbpedia.org/ontology/TelevisionShow,']",[' [        "http://dbpedia.org/ontology/recordedIn"    ]'],['0.0'],['0.0']
475,"['Comcast SportsNet is broadcasted in what area, which also has the Michigan Renaissance Festival?']","['http://dbpedia.org/property/location,http://dbpedia.org/ontology/broadcastArea,']",[' [        "http://dbpedia.org/ontology/broadcastNetwork"    ]'],['0.0'],['0.0']
476,['List all the tenants of the stadium where the WWF Summer Slam 2004 took place.'],"['http://dbpedia.org/property/venue,http://dbpedia.org/ontology/tenant,']",[],,
477,['Which venue of indy PopCon is also the death palce of Louis Le Cocqq ?'],"['http://dbpedia.org/property/venue,http://dbpedia.org/property/placeOfDeath,']",[],,
478,['Name the TV show with theme music by Primus and broadcasted on Comedy Central ?'],"['http://dbpedia.org/property/network,http://dbpedia.org/property/themeMusicComposer,http://dbpedia.org/ontology/TelevisionShow,']",[' [        "http://dbpedia.org/ontology/publisher"    ]'],['0.0'],['0.0']
479,['List down all the associcated musical artist of the artist of In a Word or 2 ?'],"['http://dbpedia.org/property/artist,http://dbpedia.org/ontology/associatedMusicalArtist,']",[],,
480,['Is Lancy a city close to Geneva?'],"['http://dbpedia.org/ontology/neighboringMunicipality,']",[' [        "http://dbpedia.org/ontology/country"    ]'],['0.0'],['0.0']
481,['Give me some organizations working for Environmentalism'],"['http://dbpedia.org/property/purpose,http://dbpedia.org/ontology/Organisation,']",[' [        "http://dbpedia.org/ontology/occupation"    ]'],['0.0'],['0.0']
482,['What territory of Sino French War was the battle of Raoul Magrin-Vernerey fought ?'],"['http://dbpedia.org/ontology/territory,http://dbpedia.org/property/battles,']",[' [        "http://dbpedia.org/ontology/territory"    ]'],['1.0'],['1.0']
483,['What games can be played in schools founded by Fr. Orlando?'],"['http://dbpedia.org/ontology/foundedBy,http://dbpedia.org/ontology/sport,http://dbpedia.org/ontology/School,']",[' [        "http://dbpedia.org/ontology/foundedBy"    ]'],['1.0'],['1.0']
484,['Which TV show distributed by Warner Bros. has Christopher Franke as one of the artist ?'],"['http://dbpedia.org/property/distributor,http://dbpedia.org/property/artist,http://dbpedia.org/ontology/TelevisionShow,']",[' [        "http://dbpedia.org/ontology/artist"    ]'],['0.0'],['0.0']
485,"['Where did the graduates of Memphis, Tenessee continue their education?']","['http://dbpedia.org/property/highschool,http://dbpedia.org/ontology/school,']",[],,
486,['Who is the employer of Ralph flanders ?'],"['http://dbpedia.org/property/occupation,']",[],,
487,['What is an airport inside ontario?'],"['http://dbpedia.org/property/cityServed,http://dbpedia.org/ontology/Airport,']",[],,
488,['What is the city whose mayor is Anne Hidalgo?'],"['http://dbpedia.org/property/mayor,http://dbpedia.org/ontology/Settlement,']",[],,
489,['Name some dishes made with flowering plants.'],"['http://dbpedia.org/ontology/division,http://dbpedia.org/ontology/ingredient,http://dbpedia.org/ontology/Food,']",[' [        "http://purl.org/dc/terms/subject"    ]'],['0.0'],['0.0']
490,["Which nation's engineers have graduated in Poland?"],"['http://dbpedia.org/ontology/education,http://dbpedia.org/property/nationality,http://dbpedia.org/ontology/Engineer,']",[],,
491,['What are some cities which have a Ferris wheel?'],"['http://dbpedia.org/property/buildingType,http://dbpedia.org/property/locationTown,']",[],,
492,"['Which author inspired Susanna Clarke, and wrote Northanger Abbey?']","['http://dbpedia.org/property/author,http://dbpedia.org/property/influences,']",[' [        "http://dbpedia.org/ontology/author"    ]'],['0.5'],['1.0']
493,"['In all the places with a stagecoach, where is a Peetz Table Wind Energy Center located too?']","['http://dbpedia.org/property/location,http://dbpedia.org/property/location,']",[],,
494,['List everything governed by the Democratic Party of US?'],"['http://dbpedia.org/ontology/leaderName,http://dbpedia.org/ontology/location,']",[' [        "http://dbpedia.org/ontology/europeanParliamentGroup"    ]'],['0.0'],['0.0']
495,"['Of all the teams that Andrew Economos played for, which one did Jerrel Jackson play his first game for?']","['http://dbpedia.org/ontology/debutTeam,http://dbpedia.org/ontology/formerTeam,']","[' [        ""http://dbpedia.org/ontology/formerTeam"",         ""http://dbpedia.org/property/college""    ]']",['0.5'],['0.5']
